Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU22115,76,564,563,498,502,81,88,0,19,Day-Scholar,76,33,25,27,31,28,24,SAFE
STU22116,90,769,790,763,815,76,59,0,50,Hosteller,98,60,51,59,60,55,60,SAFE
STU22117,69,738,679,665,648,88,56,1,21,Hosteller,43,36,42,37,45,41,42,SAFE
STU22118,91,638,699,657,656,60,82,0,25,Day-Scholar,108,57,57,50,54,55,52,SAFE
STU22119,70,619,588,600,607,92,67,0,18,Hosteller,65,38,36,34,37,34,38,SAFE
STU22120,85,626,665,649,689,63,95,0,14,Hosteller,112,37,36,40,37,47,43,SAFE
STU22121,82,445,385,439,366,87,79,2,22,Day-Scholar,118,29,36,39,34,36,37,WARNING
STU22122,40,420,469,430,396,72,51,2,10,Hosteller,85,28,26,25,19,27,30,CRITICAL
STU22123,74,687,665,612,680,64,70,2,12,Day-Scholar,44,34,43,40,39,42,39,WARNING
STU22124,81,841,826,872,827,86,60,0,35,Day-Scholar,111,44,54,54,54,45,55,SAFE
STU22125,65,210,269,223,232,51,62,3,1,Hosteller,89,20,30,26,23,30,30,WARNING
STU22126,33,231,274,185,273,45,62,3,1,Hosteller,101,30,29,29,28,25,27,CRITICAL
STU22127,65,686,695,656,604,86,73,0,22,Hosteller,29,38,39,37,40,36,41,SAFE
STU22128,81,697,673,671,704,94,73,0,26,Day-Scholar,58,51,52,52,57,48,48,SAFE
STU22129,94,789,839,795,844,62,75,0,30,Hosteller,62,46,52,43,49,49,47,SAFE
STU22130,80,554,548,627,619,71,72,1,18,Hosteller,24,30,36,36,33,31,31,SAFE
STU22131,91,752,805,782,770,78,86,0,21,Day-Scholar,88,45,49,49,46,42,48,SAFE
STU22132,69,543,565,541,536,70,70,2,23,Hosteller,36,34,40,36,31,33,36,WARNING
STU22133,71,444,468,426,397,85,86,0,20,Hosteller,101,30,30,40,37,38,40,SAFE
STU22134,77,588,630,654,561,84,89,0,23,Day-Scholar,80,42,39,45,42,39,34,SAFE
STU22135,88,773,791,790,744,89,78,0,31,Day-Scholar,5,46,49,52,46,45,49,SAFE
STU22136,71,716,674,706,720,79,86,0,24,Hosteller,21,42,41,41,42,45,37,SAFE
STU22137,73,627,605,617,609,92,71,2,22,Day-Scholar,5,30,38,37,33,27,28,WARNING
STU22138,85,533,532,507,572,87,85,2,11,Day-Scholar,92,31,30,31,36,39,39,WARNING
STU22139,75,438,424,453,432,61,61,0,14,Hosteller,78,37,36,40,29,28,36,SAFE
STU22140,50,280,314,307,301,58,54,4,7,Day-Scholar,62,16,20,15,17,24,18,CRITICAL
STU22141,41,415,421,396,395,53,66,1,7,Hosteller,44,22,12,15,21,13,19,CRITICAL
STU22142,98,578,649,563,593,70,69,0,31,Hosteller,44,51,57,51,51,53,57,SAFE
STU22143,46,393,384,339,387,47,69,2,5,Day-Scholar,30,13,9,12,6,15,11,CRITICAL
STU22144,84,658,657,680,672,73,77,0,20,Day-Scholar,93,35,45,40,43,44,37,SAFE
STU22145,94,894,900,900,845,76,57,0,44,Hosteller,76,54,49,55,51,53,51,SAFE
STU22146,82,855,900,876,862,82,91,0,25,Hosteller,83,52,52,54,54,48,54,SAFE
STU22147,81,563,553,598,603,67,85,0,18,Day-Scholar,103,40,43,39,33,39,39,SAFE
STU22148,97,667,699,726,703,84,61,0,25,Hosteller,22,49,41,46,39,42,45,SAFE
STU22149,90,875,900,900,900,93,69,0,31,Day-Scholar,49,43,43,51,50,43,42,SAFE
STU22150,80,436,461,426,431,64,87,0,21,Hosteller,13,32,28,30,31,31,39,SAFE
STU22151,75,537,481,527,498,61,89,2,11,Day-Scholar,119,45,37,42,45,42,39,WARNING
STU22152,79,393,420,476,484,67,65,0,13,Day-Scholar,54,37,33,41,43,43,37,SAFE
STU22153,84,673,731,707,741,82,91,0,40,Day-Scholar,82,59,57,49,51,55,55,SAFE
STU22154,52,287,309,273,279,58,66,4,4,Day-Scholar,63,25,16,17,13,24,23,CRITICAL
STU22155,80,848,863,879,857,88,83,0,31,Day-Scholar,91,52,52,52,47,48,54,SAFE
STU22156,84,816,838,866,838,77,80,0,27,Day-Scholar,99,42,49,45,43,46,45,SAFE
STU22157,78,533,494,521,497,76,79,0,15,Day-Scholar,64,38,37,43,40,40,36,SAFE
STU22158,33,263,300,241,293,46,48,1,7,Hosteller,82,26,20,22,28,26,28,CRITICAL
STU22159,76,517,506,499,491,84,83,0,23,Hosteller,15,34,36,31,39,32,29,SAFE
STU22160,93,672,676,648,651,62,89,0,35,Hosteller,20,52,50,57,58,48,60,SAFE
STU22161,39,271,335,249,272,54,55,1,9,Day-Scholar,105,14,14,17,14,20,22,CRITICAL
STU22162,58,446,515,500,520,57,68,2,9,Day-Scholar,117,28,23,28,32,25,28,WARNING
STU22163,70,450,453,517,486,90,81,0,10,Hosteller,37,41,42,39,45,39,39,SAFE
STU22164,87,764,767,828,788,68,85,0,23,Hosteller,5,40,39,39,51,43,45,SAFE
STU22165,73,690,659,686,625,93,86,0,15,Hosteller,75,39,41,45,42,44,40,SAFE
STU22166,75,450,459,487,510,80,79,0,18,Day-Scholar,105,42,37,39,41,49,41,SAFE
STU22167,93,797,829,802,818,68,83,0,47,Day-Scholar,92,51,56,48,54,56,50,SAFE
STU22168,70,609,540,555,554,81,91,2,15,Day-Scholar,108,28,37,31,36,28,35,WARNING
STU22169,100,655,648,575,648,72,57,0,25,Hosteller,9,58,58,55,49,58,57,SAFE
STU22170,66,505,512,532,502,77,92,0,16,Hosteller,58,45,47,45,44,45,41,SAFE
STU22171,93,875,900,900,900,89,95,0,31,Hosteller,97,46,46,56,56,49,52,SAFE
STU22172,77,480,495,499,548,84,75,0,19,Day-Scholar,103,34,39,36,37,31,29,SAFE
STU22173,99,730,749,756,713,80,59,0,24,Day-Scholar,98,52,49,43,48,45,45,SAFE
STU22174,89,772,757,831,787,60,84,0,39,Day-Scholar,118,44,47,43,42,52,46,SAFE
STU22175,71,726,733,724,658,84,55,2,19,Hosteller,89,44,39,49,39,50,43,WARNING
STU22176,43,235,282,245,279,51,66,4,7,Hosteller,104,16,16,18,16,21,27,CRITICAL
STU22177,84,881,900,900,836,61,93,0,46,Day-Scholar,110,48,49,46,50,51,52,SAFE
STU22178,84,469,458,477,515,70,69,0,18,Day-Scholar,120,47,45,43,46,37,45,SAFE
STU22179,75,398,404,464,416,82,86,1,17,Hosteller,95,30,35,35,33,30,33,SAFE
STU22180,80,795,809,852,840,88,86,0,23,Day-Scholar,106,60,55,59,55,55,60,SAFE
STU22181,93,658,691,736,674,80,86,0,25,Hosteller,117,55,49,58,48,54,49,SAFE
STU22182,71,607,616,571,546,77,76,0,23,Day-Scholar,29,34,42,33,42,41,37,SAFE
STU22183,40,254,286,344,282,59,50,1,3,Hosteller,77,20,24,24,27,23,23,CRITICAL
STU22184,80,500,440,501,505,67,59,0,13,Day-Scholar,105,39,47,40,40,48,43,SAFE
STU22185,73,472,481,444,418,66,73,1,17,Day-Scholar,90,40,37,45,42,43,37,SAFE
STU22186,66,566,643,657,582,69,92,0,20,Hosteller,78,38,38,31,33,34,32,SAFE
STU22187,72,406,445,449,442,62,75,0,23,Hosteller,66,37,37,37,42,36,37,SAFE
STU22188,86,662,594,684,640,78,70,0,34,Hosteller,49,43,40,46,50,49,47,SAFE
STU22189,50,280,235,229,279,67,42,5,1,Day-Scholar,9,19,19,18,25,18,25,CRITICAL
STU22190,70,625,610,608,639,87,77,2,14,Day-Scholar,93,27,39,37,28,38,30,WARNING
STU22191,71,452,427,447,444,85,91,0,10,Day-Scholar,80,39,40,40,44,35,37,SAFE
STU22192,81,633,640,629,682,82,80,0,24,Hosteller,91,36,26,35,30,36,35,SAFE
STU22193,75,629,643,627,619,82,57,1,18,Day-Scholar,47,42,34,36,39,39,31,SAFE
STU22194,65,544,570,555,550,86,62,0,12,Hosteller,11,43,47,40,42,39,40,SAFE
STU22195,81,495,545,546,558,79,80,0,14,Day-Scholar,78,43,40,44,48,42,40,SAFE
STU22196,80,681,663,684,697,93,80,0,16,Hosteller,89,36,35,36,36,30,30,SAFE
STU22197,87,707,712,625,669,80,60,0,24,Day-Scholar,74,46,52,46,40,50,45,SAFE
STU22198,49,513,486,463,479,67,56,1,9,Hosteller,60,17,22,15,13,19,25,CRITICAL
STU22199,66,601,651,575,589,74,87,0,25,Hosteller,97,34,26,31,26,25,33,WARNING
STU22200,80,519,515,524,515,82,73,0,24,Hosteller,119,34,44,37,39,42,39,SAFE
STU22201,42,294,369,339,371,47,63,2,6,Hosteller,68,7,7,17,15,12,6,CRITICAL
STU22202,66,573,642,656,669,73,61,0,15,Hosteller,96,37,31,33,32,31,32,SAFE
STU22203,37,358,341,268,327,69,61,3,7,Hosteller,14,21,30,27,21,24,27,CRITICAL
STU22204,82,543,522,466,523,72,94,0,25,Hosteller,93,39,45,43,35,37,37,SAFE
STU22205,30,243,218,166,166,59,58,1,2,Hosteller,76,16,16,16,16,15,16,CRITICAL
STU22206,82,504,550,518,591,67,82,0,25,Day-Scholar,10,31,26,26,24,28,24,SAFE
STU22207,93,788,756,779,795,76,76,0,21,Hosteller,79,58,60,51,53,60,60,SAFE
STU22208,89,736,720,668,706,84,75,0,28,Day-Scholar,81,51,55,45,49,48,51,SAFE
STU22209,91,772,759,774,822,67,76,0,44,Hosteller,93,55,57,58,55,60,56,SAFE
STU22210,71,564,504,533,559,80,89,1,10,Hosteller,115,31,27,31,30,29,31,WARNING
STU22211,94,739,736,720,709,80,87,0,28,Day-Scholar,10,48,49,43,51,42,51,SAFE
STU22212,44,447,434,366,400,51,69,5,3,Day-Scholar,10,25,22,24,18,15,20,CRITICAL
STU22213,67,654,621,605,658,79,90,2,19,Day-Scholar,120,30,40,33,30,28,40,WARNING
STU22214,45,283,277,334,235,55,69,1,10,Hosteller,94,13,13,16,16,9,16,CRITICAL
STU22215,94,650,673,631,651,95,69,0,26,Hosteller,5,48,40,43,49,48,51,SAFE
STU22216,85,823,840,832,821,78,66,0,49,Day-Scholar,96,52,57,57,52,55,47,SAFE
STU22217,98,823,863,797,780,91,71,0,48,Day-Scholar,93,51,52,56,54,55,57,SAFE
STU22218,34,406,367,400,420,59,69,2,5,Day-Scholar,27,12,19,19,24,13,21,CRITICAL
STU22219,100,837,865,832,816,73,56,0,23,Day-Scholar,88,43,41,49,41,43,42,SAFE
STU22220,53,277,304,355,324,47,61,3,2,Hosteller,8,32,22,22,31,33,28,CRITICAL
STU22221,81,886,858,815,832,90,66,0,41,Hosteller,24,52,48,57,58,59,48,SAFE
STU22222,96,687,684,655,717,81,58,0,21,Day-Scholar,11,54,54,47,54,46,50,SAFE
STU22223,59,309,339,297,356,49,58,5,5,Hosteller,35,25,26,15,23,25,16,CRITICAL
STU22224,74,465,460,417,433,95,72,0,14,Hosteller,107,31,35,34,25,28,31,SAFE
STU22225,41,336,276,259,299,52,42,1,9,Day-Scholar,76,26,35,23,30,24,28,CRITICAL
STU22226,78,432,434,419,425,60,75,2,12,Day-Scholar,21,42,50,46,39,46,45,WARNING
STU22227,66,613,580,562,610,68,73,0,18,Hosteller,67,36,33,43,32,35,43,SAFE
STU22228,98,600,611,647,597,66,90,0,39,Hosteller,74,44,45,50,52,49,44,SAFE
STU22229,70,669,715,689,720,67,95,2,12,Day-Scholar,93,36,44,39,45,39,36,WARNING
STU22230,81,846,810,838,788,62,94,0,39,Hosteller,89,54,48,48,53,54,46,SAFE
STU22231,82,707,730,641,716,75,59,0,26,Day-Scholar,109,53,49,50,58,60,57,SAFE
STU22232,40,383,366,376,359,59,48,2,7,Day-Scholar,116,23,20,19,22,19,21,CRITICAL
STU22233,65,447,390,412,479,73,90,0,21,Day-Scholar,5,41,37,36,42,34,37,SAFE
STU22234,70,456,379,442,380,61,62,0,10,Hosteller,20,30,35,32,28,28,27,WARNING
STU22235,72,504,540,539,496,93,84,0,14,Day-Scholar,51,39,43,40,36,42,33,SAFE
STU22236,80,864,878,821,830,68,95,0,21,Hosteller,41,55,55,52,57,58,49,SAFE
STU22237,80,761,753,746,692,68,87,0,27,Day-Scholar,69,41,45,47,46,44,41,SAFE
STU22238,90,710,688,706,669,69,86,0,36,Day-Scholar,7,51,56,59,49,54,51,SAFE
STU22239,66,649,671,628,681,61,68,0,17,Day-Scholar,65,40,43,36,44,34,43,SAFE
STU22240,94,755,720,752,815,86,89,0,29,Hosteller,48,45,49,55,54,57,48,SAFE
STU22241,73,435,504,475,417,79,69,0,18,Day-Scholar,89,25,33,27,30,27,25,WARNING
STU22242,59,327,363,322,357,60,45,4,6,Day-Scholar,62,21,25,18,27,29,24,CRITICAL
STU22243,52,485,490,418,451,68,61,2,1,Day-Scholar,107,9,12,12,18,11,11,CRITICAL
STU22244,74,509,560,583,565,89,83,0,15,Day-Scholar,57,28,32,31,26,31,37,SAFE
STU22245,99,768,823,835,818,81,91,0,49,Day-Scholar,43,54,54,54,44,46,45,SAFE
STU22246,73,418,382,426,379,95,62,1,18,Day-Scholar,53,37,37,31,30,27,31,WARNING
STU22247,69,449,478,469,457,87,81,2,12,Hosteller,107,30,38,32,31,40,41,WARNING
STU22248,90,809,794,884,843,91,92,0,37,Day-Scholar,113,51,51,40,43,50,40,SAFE
STU22249,92,644,616,670,706,66,92,0,48,Day-Scholar,30,55,54,51,51,51,48,SAFE
STU22250,92,754,758,737,790,67,82,0,44,Day-Scholar,29,49,46,40,46,49,45,SAFE
STU22251,74,712,628,728,718,65,78,0,24,Hosteller,12,38,40,31,37,33,36,SAFE
STU22252,88,619,664,696,670,73,71,0,39,Day-Scholar,8,56,52,49,57,48,56,SAFE
STU22253,97,820,872,879,833,69,84,0,32,Hosteller,21,39,45,49,49,40,48,SAFE
STU22254,81,565,532,516,608,90,61,0,10,Day-Scholar,90,32,39,42,37,30,40,SAFE
STU22255,43,407,400,430,420,46,66,4,2,Hosteller,40,30,26,34,32,34,24,CRITICAL
STU22256,65,548,542,546,550,90,65,0,21,Day-Scholar,120,33,37,30,38,39,37,SAFE
STU22257,59,290,277,270,320,52,50,4,6,Hosteller,11,14,25,19,16,15,17,CRITICAL
STU22258,78,621,644,668,609,80,67,0,19,Day-Scholar,79,30,34,31,36,28,39,SAFE
STU22259,80,350,450,398,415,62,68,0,16,Day-Scholar,76,35,40,42,35,40,44,SAFE
STU22260,69,573,574,511,501,92,90,0,17,Hosteller,18,45,39,46,36,41,43,SAFE
STU22261,80,760,726,731,697,82,88,0,42,Day-Scholar,6,53,51,54,55,57,52,SAFE
STU22262,87,833,794,787,757,95,95,0,40,Day-Scholar,88,49,56,46,49,49,49,SAFE
STU22263,68,667,657,708,735,85,66,0,24,Hosteller,66,35,37,27,35,31,28,SAFE
STU22264,76,548,478,569,563,92,68,0,22,Hosteller,105,36,45,46,42,42,43,SAFE
STU22265,85,869,870,794,873,82,76,0,20,Hosteller,11,46,46,51,49,52,42,SAFE
STU22266,94,644,669,695,719,81,81,0,50,Hosteller,108,43,45,43,46,52,44,SAFE
STU22267,77,475,475,460,490,91,80,1,16,Day-Scholar,45,36,34,34,35,39,34,SAFE
STU22268,88,859,849,874,887,93,86,0,48,Day-Scholar,105,45,43,51,48,43,52,SAFE
STU22269,99,704,700,677,724,69,79,0,20,Day-Scholar,56,60,57,53,53,53,52,SAFE
STU22270,70,422,475,497,455,72,58,2,12,Day-Scholar,13,39,48,38,44,45,40,WARNING
STU22271,97,620,695,626,615,90,65,0,23,Hosteller,94,49,42,42,51,49,41,SAFE
STU22272,79,607,652,668,644,61,87,0,10,Hosteller,83,36,40,33,34,32,40,SAFE
STU22273,57,479,464,507,462,66,54,5,4,Day-Scholar,5,23,24,30,28,25,27,CRITICAL
STU22274,91,854,868,805,888,60,89,0,30,Day-Scholar,75,45,51,54,47,53,54,SAFE
STU22275,38,429,484,473,492,61,54,5,1,Hosteller,60,15,22,19,19,27,19,CRITICAL
STU22276,67,714,668,695,715,78,64,2,14,Day-Scholar,65,33,32,35,37,40,37,WARNING
STU22277,98,794,812,776,735,74,70,0,37,Day-Scholar,94,46,45,44,40,51,48,SAFE
STU22278,66,692,708,648,662,72,58,1,12,Hosteller,24,35,34,40,38,34,38,SAFE
STU22279,83,640,616,562,590,77,80,1,18,Day-Scholar,36,27,25,33,36,31,30,WARNING
STU22280,69,626,564,540,594,63,56,0,20,Hosteller,8,28,31,36,37,30,34,SAFE
STU22281,52,467,442,433,385,75,70,3,2,Hosteller,59,30,32,31,33,25,30,CRITICAL
STU22282,70,491,527,486,453,88,56,0,18,Hosteller,50,26,26,25,25,26,26,WARNING
STU22283,82,584,604,624,642,83,56,0,17,Day-Scholar,6,25,34,28,31,31,25,SAFE
STU22284,90,818,755,755,838,81,79,0,25,Day-Scholar,14,60,55,55,52,60,60,SAFE
STU22285,91,682,686,633,664,62,78,0,22,Day-Scholar,80,57,59,52,57,58,51,SAFE
STU22286,89,588,627,571,574,68,62,0,42,Hosteller,114,42,43,50,49,42,49,SAFE
STU22287,74,595,609,613,541,69,70,0,15,Day-Scholar,98,49,48,46,50,48,39,SAFE
STU22288,85,666,623,676,597,64,83,0,19,Hosteller,85,39,32,30,30,34,37,SAFE
STU22289,70,525,518,508,491,75,79,0,12,Hosteller,118,36,39,32,31,39,39,SAFE
STU22290,77,664,705,700,663,62,86,0,10,Hosteller,102,48,40,48,50,41,46,SAFE
STU22291,76,698,672,667,730,76,79,0,13,Hosteller,63,42,48,42,47,47,39,SAFE
STU22292,71,617,594,563,539,60,69,0,20,Hosteller,11,40,35,31,37,31,36,SAFE
STU22293,85,690,601,615,671,71,89,2,20,Hosteller,57,33,36,28,33,33,33,WARNING
STU22294,74,545,518,505,578,62,88,0,15,Day-Scholar,25,33,34,29,35,25,34,SAFE
STU22295,82,598,572,574,579,62,73,0,16,Day-Scholar,107,40,47,43,42,43,41,SAFE
STU22296,69,511,485,458,539,76,80,0,24,Hosteller,96,33,31,32,28,31,32,SAFE
STU22297,38,480,451,477,487,74,65,5,8,Hosteller,88,26,23,24,21,19,19,CRITICAL
STU22298,78,620,662,660,640,93,71,0,18,Hosteller,110,48,43,45,48,44,50,SAFE
STU22299,39,360,379,416,358,46,62,1,1,Hosteller,111,16,15,18,16,19,27,CRITICAL
STU22300,81,763,736,807,776,71,57,0,39,Hosteller,21,50,46,50,48,52,43,SAFE
STU22301,76,542,546,494,517,64,62,1,11,Hosteller,81,31,34,33,32,34,39,SAFE
STU22302,88,821,770,812,739,77,59,0,20,Day-Scholar,108,48,50,48,48,49,54,SAFE
STU22303,67,560,549,499,534,61,91,0,23,Hosteller,9,41,49,45,44,50,46,SAFE
STU22304,68,548,492,526,532,94,86,0,25,Day-Scholar,51,31,30,29,30,28,35,SAFE
STU22305,71,724,741,656,656,87,78,0,20,Day-Scholar,48,45,39,36,40,42,36,SAFE
STU22306,70,672,615,633,628,87,74,0,13,Hosteller,37,25,27,30,27,26,33,WARNING
STU22307,70,422,435,452,450,74,76,0,15,Hosteller,72,29,33,34,29,32,30,SAFE
STU22308,87,745,754,745,724,65,94,0,43,Day-Scholar,96,42,45,46,46,46,48,SAFE
STU22309,34,497,547,522,532,60,64,3,3,Day-Scholar,117,23,28,27,29,29,32,CRITICAL
STU22310,77,385,386,441,352,67,87,1,22,Day-Scholar,45,30,39,37,39,39,36,SAFE
STU22311,74,636,574,569,595,75,70,0,22,Day-Scholar,71,37,39,31,30,34,40,SAFE
STU22312,78,461,462,519,518,67,86,0,10,Hosteller,81,26,27,36,27,32,33,SAFE
STU22313,85,560,600,615,621,90,83,0,19,Day-Scholar,85,34,39,38,40,36,32,SAFE
STU22314,72,458,435,423,455,70,91,1,13,Day-Scholar,9,36,46,36,45,35,46,SAFE
STU22315,83,880,876,900,854,62,94,0,26,Hosteller,21,55,54,60,60,55,54,SAFE
STU22316,65,664,688,637,695,83,85,0,17,Day-Scholar,31,37,38,31,40,37,28,SAFE
STU22317,90,602,647,656,615,65,84,0,35,Day-Scholar,80,46,54,52,52,51,46,SAFE
STU22318,84,708,707,623,708,92,87,1,15,Day-Scholar,61,37,46,48,37,46,39,SAFE
STU22319,49,420,415,357,360,67,45,3,8,Hosteller,67,15,22,16,12,12,20,CRITICAL
STU22320,81,582,650,562,562,95,81,1,20,Day-Scholar,19,37,48,40,43,49,38,SAFE
STU22321,69,484,404,489,441,92,93,0,22,Hosteller,47,25,33,36,30,28,30,SAFE
STU22322,67,627,686,666,614,91,91,1,22,Day-Scholar,112,36,37,44,37,36,35,SAFE
STU22323,60,332,331,345,355,63,57,1,5,Day-Scholar,83,28,21,29,21,23,33,WARNING
STU22324,64,464,461,383,393,72,54,5,2,Hosteller,86,21,16,21,21,19,26,CRITICAL
STU22325,84,647,677,655,678,78,55,0,45,Day-Scholar,97,50,55,43,48,53,52,SAFE
STU22326,99,778,777,790,735,76,73,0,20,Hosteller,30,46,48,43,48,49,46,SAFE
STU22327,90,668,659,665,635,70,63,0,36,Day-Scholar,80,51,48,40,46,51,47,SAFE
STU22328,83,730,733,724,733,72,60,0,26,Hosteller,44,49,45,43,42,48,43,SAFE
STU22329,92,815,847,854,796,89,91,0,29,Hosteller,11,50,43,52,48,48,50,SAFE
STU22330,66,419,427,411,420,74,58,0,17,Hosteller,22,40,34,37,30,31,32,SAFE
STU22331,95,852,900,833,889,73,68,0,37,Day-Scholar,95,45,54,46,51,45,48,SAFE
STU22332,49,204,179,197,217,62,43,4,5,Day-Scholar,117,15,18,16,26,24,18,CRITICAL
STU22333,31,349,307,289,302,72,53,4,1,Day-Scholar,67,15,16,18,18,18,21,CRITICAL
STU22334,88,628,683,719,667,70,94,0,49,Day-Scholar,67,48,43,45,49,46,40,SAFE
STU22335,64,243,276,295,279,73,60,4,7,Hosteller,17,21,15,17,22,15,19,CRITICAL
STU22336,86,568,629,624,623,82,59,0,21,Hosteller,116,48,46,52,55,57,48,SAFE
STU22337,100,792,826,786,791,72,84,0,49,Day-Scholar,88,50,51,47,49,49,51,SAFE
STU22338,67,672,722,697,728,92,56,2,14,Hosteller,84,47,47,47,42,46,47,WARNING
STU22339,81,598,582,596,502,72,71,1,16,Day-Scholar,40,39,36,42,42,48,40,SAFE
STU22340,85,621,632,652,610,80,92,0,33,Hosteller,105,46,43,48,49,51,52,SAFE
STU22341,90,760,739,753,713,74,74,0,22,Hosteller,31,51,45,41,42,45,42,SAFE
STU22342,73,447,463,472,401,81,85,1,21,Day-Scholar,66,36,33,33,31,30,35,WARNING
STU22343,86,794,858,762,850,77,55,0,50,Hosteller,71,54,54,59,50,58,56,SAFE
STU22344,71,514,502,573,507,87,82,0,21,Hosteller,87,24,36,30,24,35,27,SAFE
STU22345,80,507,485,463,456,62,68,0,25,Day-Scholar,23,43,42,45,41,39,45,SAFE
STU22346,67,375,436,437,466,77,88,0,20,Day-Scholar,85,36,37,34,38,36,40,SAFE
STU22347,72,605,585,550,617,78,76,1,16,Day-Scholar,103,37,41,37,38,42,41,SAFE
STU22348,68,561,537,604,550,72,78,0,11,Day-Scholar,55,34,31,31,25,33,32,SAFE
STU22349,53,317,365,308,331,60,67,4,9,Hosteller,60,18,15,26,16,14,24,CRITICAL
STU22350,38,423,464,413,419,73,61,4,10,Hosteller,49,21,18,21,21,22,22,CRITICAL
STU22351,87,880,900,900,845,60,89,0,42,Hosteller,67,52,48,53,50,45,51,SAFE
STU22352,70,618,530,548,566,72,95,0,24,Hosteller,112,40,33,36,38,37,42,SAFE
STU22353,72,672,661,653,619,75,86,0,22,Hosteller,6,36,30,34,41,33,36,SAFE
STU22354,77,501,472,510,426,68,70,0,12,Day-Scholar,28,31,31,39,35,39,39,SAFE
STU22355,97,714,681,654,653,75,58,0,46,Hosteller,79,54,48,50,47,50,52,SAFE
STU22356,81,487,422,421,420,78,88,2,17,Hosteller,7,31,35,31,34,40,34,WARNING
STU22357,93,624,665,675,608,64,91,0,28,Hosteller,7,48,49,51,49,59,48,SAFE
STU22358,79,543,534,497,483,63,86,0,21,Day-Scholar,25,36,36,38,46,37,47,SAFE
STU22359,75,663,617,660,663,76,57,1,23,Day-Scholar,21,42,42,50,39,45,44,SAFE
STU22360,38,376,449,429,358,62,57,1,7,Hosteller,116,30,33,28,34,29,33,WARNING
STU22361,90,582,574,597,594,67,56,0,22,Hosteller,98,51,49,49,56,52,46,SAFE
STU22362,67,409,374,400,435,64,59,0,10,Day-Scholar,27,42,42,43,42,49,43,SAFE
STU22363,78,573,565,588,585,94,88,0,24,Day-Scholar,69,32,33,28,36,29,34,SAFE
STU22364,67,435,470,421,457,89,69,1,19,Day-Scholar,34,26,31,36,33,36,31,WARNING
STU22365,37,448,464,523,457,66,65,5,10,Hosteller,103,31,27,28,24,27,33,CRITICAL
STU22366,42,315,333,317,386,66,64,1,10,Hosteller,110,30,29,28,29,24,30,WARNING
STU22367,44,298,296,316,279,70,55,4,2,Day-Scholar,43,7,11,8,7,13,17,CRITICAL
STU22368,83,381,437,394,447,62,81,1,23,Hosteller,112,28,28,26,37,26,36,WARNING
STU22369,43,408,410,342,370,62,46,1,1,Day-Scholar,39,22,25,28,20,26,27,CRITICAL
STU22370,76,496,524,510,506,89,66,1,23,Day-Scholar,79,25,24,36,33,25,30,WARNING
STU22371,32,447,407,393,420,58,63,3,3,Day-Scholar,7,20,21,18,26,27,16,CRITICAL
STU22372,68,412,481,389,457,78,63,0,15,Day-Scholar,88,39,34,43,34,43,39,SAFE
STU22373,80,638,649,613,645,93,85,0,43,Hosteller,45,56,60,51,55,60,56,SAFE
STU22374,81,545,519,478,541,94,83,1,20,Hosteller,30,49,37,37,47,40,45,SAFE
STU22375,93,760,698,721,762,76,81,0,30,Hosteller,20,45,55,48,51,48,45,SAFE
STU22376,75,502,527,521,463,73,86,1,11,Day-Scholar,98,33,38,31,37,36,30,SAFE
STU22377,83,413,481,450,494,76,60,0,25,Day-Scholar,26,36,37,37,35,28,29,SAFE
STU22378,94,686,610,609,673,93,87,0,46,Hosteller,30,52,48,48,45,51,43,SAFE
STU22379,66,566,557,537,539,85,70,0,24,Hosteller,7,38,30,28,28,37,32,SAFE
STU22380,84,386,380,383,425,68,82,1,22,Day-Scholar,40,31,34,25,25,29,25,WARNING
STU22381,69,603,648,627,578,79,74,0,16,Hosteller,22,36,33,43,38,41,36,SAFE
STU22382,85,632,697,664,701,90,65,2,18,Day-Scholar,97,36,43,43,37,38,36,SAFE
STU22383,71,564,498,492,556,84,66,1,13,Day-Scholar,57,43,42,38,47,47,39,SAFE
STU22384,70,705,652,616,669,70,68,0,20,Day-Scholar,112,39,31,42,38,42,41,SAFE
STU22385,77,489,543,491,562,75,55,0,12,Hosteller,111,46,46,42,37,37,36,SAFE
STU22386,87,647,629,619,627,83,90,0,38,Day-Scholar,28,58,52,52,58,60,57,SAFE
STU22387,72,419,477,407,459,80,88,0,10,Hosteller,39,38,32,29,33,29,29,SAFE
STU22388,57,246,217,237,225,57,43,1,10,Day-Scholar,27,25,22,26,22,28,26,WARNING
STU22389,89,871,834,900,833,84,83,0,44,Hosteller,35,48,48,49,53,45,53,SAFE
STU22390,91,724,697,674,716,80,91,0,46,Hosteller,108,41,47,51,51,40,52,SAFE
STU22391,94,803,782,829,767,77,94,0,46,Hosteller,20,51,49,52,55,55,51,SAFE
STU22392,80,829,828,855,778,89,92,0,27,Hosteller,117,42,43,52,46,43,45,SAFE
STU22393,76,621,604,647,641,64,82,2,22,Hosteller,116,42,34,34,43,37,39,SAFE
STU22394,74,574,612,627,600,61,55,1,17,Day-Scholar,95,37,44,44,39,40,41,SAFE
